Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,408,Research & Development,2,Masters,Technical Degree,Very high,Female,80,Medium,Junior,Healthcare Representative,High,Single,4553,20978,1,No,11,Excellent,Poor,0,20,4,Better,20,7,11,10
32,No,Travel_Rarely,929,Sales,10,Bachelors,Marketing,Very high,Male,55,High,Junior,Sales Executive,Very high,Single,5396,21703,1,No,12,Excellent,Outstanding,0,10,2,Good,10,7,0,8
50,Yes,Travel_Frequently,562,Sales,8,Intermediate,Technical Degree,Medium,Male,50,High,Junior,Sales Executive,High,Married,6796,23452,3,Yes,14,Excellent,Poor,1,18,4,Better,4,3,1,3
38,No,Travel_Rarely,827,Research & Development,1,Masters,Life Sciences,Medium,Female,33,Very high,Junior,Healthcare Representative,Very high,Single,7625,19383,0,No,13,Excellent,Excellent,0,10,4,Good,9,7,1,8
27,No,Travel_Rarely,608,Research & Development,1,Intermediate,Life Sciences,High,Female,68,High,Senior,Manufacturing Director,Low,Married,7412,6009,1,No,11,Excellent,Outstanding,0,9,3,Better,9,7,0,7
32,No,Travel_Rarely,1018,Research & Development,3,Intermediate,Life Sciences,High,Female,39,High,Senior,Research Director,Very high,Single,11159,19373,3,No,15,Excellent,Outstanding,0,10,6,Better,7,7,7,7
47,No,Travel_Rarely,703,Sales,14,Masters,Marketing,Very high,Male,42,High,Junior,Sales Executive,Low,Single,4960,11825,2,No,12,Excellent,Outstanding,0,20,2,Better,7,7,1,7
40,No,Travel_Frequently,580,Sales,5,Masters,Life Sciences,Very high,Male,48,Medium,Senior,Sales Executive,Low,Married,10475,23772,5,Yes,21,Outstanding,Excellent,1,20,2,Better,18,13,1,12
53,No,Travel_Rarely,970,Research & Development,7,Bachelors,Life Sciences,High,Male,59,Very high,Team Lead,Research Director,High,Married,14814,13514,3,No,19,Excellent,Excellent,0,32,3,Better,5,1,1,3
41,No,Travel_Rarely,427,Human Resources,10,Masters,Human Resources,Medium,Male,73,Medium,Manager,Manager,Very high,Divorced,19141,8861,3,No,15,Excellent,Good,3,23,2,Good,21,6,12,6
60,No,Travel_Rarely,1179,Sales,16,Masters,Marketing,Low,Male,84,High,Junior,Sales Executive,Low,Single,5405,11924,8,No,14,Excellent,Outstanding,0,10,1,Better,2,2,2,2
27,No,Travel_Frequently,294,Research & Development,10,Intermediate,Life Sciences,Very high,Male,32,High,Senior,Manufacturing Director,Low,Divorced,8793,4809,1,No,21,Outstanding,Excellent,2,9,4,Good,9,7,1,7
41,No,Travel_Rarely,314,Human Resources,1,Bachelors,Human Resources,Very high,Male,59,Medium,Manager,Manager,High,Married,19189,19562,1,No,12,Excellent,Good,1,22,3,Better,22,7,2,10
50,No,Travel_Rarely,316,Sales,8,Masters,Marketing,Very high,Male,54,High,Fresher,Sales Representative,Medium,Married,3875,9983,7,No,15,Excellent,Outstanding,1,4,2,Better,2,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,Intermediate,Life Sciences,Low,Female,67,Low,Fresher,Research Scientist,Medium,Single,2216,3872,7,Yes,13,Excellent,Outstanding,0,10,4,Better,7,7,3,7
36,No,Non-Travel,427,Research & Development,8,Bachelors,Life Sciences,Low,Female,63,Very high,Senior,Research Director,Low,Married,11713,20335,9,No,14,Excellent,Poor,1,10,2,Better,8,7,0,5
38,No,Travel_Rarely,168,Research & Development,1,Bachelors,Life Sciences,High,Female,81,High,Senior,Manufacturing Director,High,Single,7861,15397,4,Yes,14,Excellent,Outstanding,0,10,4,Best,1,0,0,0
44,No,Non-Travel,381,Research & Development,24,Bachelors,Medical,Low,Male,49,Low,Fresher,Laboratory Technician,High,Single,3708,2104,2,No,14,Excellent,Excellent,0,9,5,Better,5,2,1,4
47,No,Travel_Frequently,217,Sales,3,Bachelors,Medical,Very high,Female,49,High,Team Lead,Sales Executive,High,Divorced,13770,10225,9,Yes,12,Excellent,Outstanding,2,28,2,Good,22,2,11,13
30,No,Travel_Rarely,501,Sales,27,PhD,Marketing,High,Male,99,High,Junior,Sales Executive,Very high,Divorced,5304,25275,7,No,23,Outstanding,Outstanding,1,10,2,Good,8,7,7,7
29,No,Travel_Rarely,1396,Sales,10,Bachelors,Life Sciences,High,Male,99,High,Fresher,Sales Representative,High,Single,2642,2755,1,No,11,Excellent,Excellent,0,1,6,Better,1,0,0,0
42,Yes,Travel_Frequently,933,Research & Development,19,Bachelors,Medical,High,Male,57,Very high,Fresher,Research Scientist,High,Divorced,2759,20366,6,Yes,12,Excellent,Outstanding,0,7,2,Better,2,2,2,2
43,No,Travel_Frequently,775,Sales,15,Bachelors,Life Sciences,Very high,Male,47,Medium,Junior,Sales Executive,Very high,Married,6804,23683,3,No,18,Excellent,Excellent,1,7,5,Better,2,2,2,2
34,No,Travel_Rarely,970,Research & Development,8,Intermediate,Medical,Medium,Female,96,High,Junior,Healthcare Representative,High,Single,6142,7360,3,No,11,Excellent,Outstanding,0,10,2,Better,5,1,4,3
23,No,Travel_Rarely,650,Research & Development,9,Schooling,Medical,Medium,Male,37,High,Fresher,Laboratory Technician,Low,Married,2500,4344,1,No,14,Excellent,Outstanding,1,5,2,Best,4,3,0,2
39,No,Travel_Rarely,141,Human Resources,3,Bachelors,Human Resources,High,Female,44,Very high,Junior,Human Resources,Medium,Married,6389,18767,9,No,15,Excellent,Excellent,1,12,3,Poor,8,3,3,6
56,No,Travel_Rarely,832,Research & Development,9,Bachelors,Medical,High,Male,81,High,Team Lead,Healthcare Representative,Very high,Married,11103,20420,7,No,11,Excellent,Excellent,0,30,1,Good,10,7,1,1
40,No,Travel_Rarely,804,Research & Development,2,Schooling,Medical,Very high,Female,86,Medium,Fresher,Research Scientist,Very high,Single,2342,22929,0,Yes,20,Outstanding,Outstanding,0,5,2,Good,4,2,2,3
27,No,Travel_Rarely,975,Research & Development,7,Bachelors,Medical,Very high,Female,55,Medium,Junior,Healthcare Representative,Low,Single,6811,23398,8,No,19,Excellent,Poor,0,9,2,Poor,7,6,0,7
29,No,Travel_Rarely,1090,Sales,10,Bachelors,Marketing,Very high,Male,83,High,Fresher,Sales Representative,Medium,Divorced,2297,17967,1,No,14,Excellent,Outstanding,2,2,2,Better,2,2,2,2
53,No,Travel_Rarely,346,Research & Development,6,Bachelors,Life Sciences,Very high,Male,86,High,Junior,Laboratory Technician,Very high,Single,2450,10919,2,No,17,Excellent,Outstanding,0,19,4,Better,2,2,2,2
35,No,Non-Travel,1225,Research & Development,2,Masters,Life Sciences,Very high,Female,61,High,Junior,Healthcare Representative,Low,Divorced,5093,4761,2,No,11,Excellent,Poor,1,16,2,Best,1,0,0,0
32,No,Travel_Frequently,430,Research & Development,24,Masters,Life Sciences,Low,Male,80,High,Junior,Laboratory Technician,Very high,Married,5309,21146,1,No,15,Excellent,Outstanding,2,10,2,Better,10,8,4,7
38,No,Travel_Rarely,268,Research & Development,2,PhD,Medical,Very high,Male,92,High,Fresher,Research Scientist,High,Married,3057,20471,6,Yes,13,Excellent,Good,1,6,0,Poor,1,0,0,1
34,No,Travel_Rarely,167,Research & Development,8,PhD,Life Sciences,Medium,Female,32,High,Junior,Manufacturing Director,Low,Divorced,5121,4187,3,No,14,Excellent,Excellent,1,7,3,Better,0,0,0,0
52,No,Travel_Rarely,621,Sales,3,Masters,Marketing,High,Male,31,Medium,Team Lead,Manager,Low,Married,16856,10084,1,No,11,Excellent,Poor,0,34,3,Best,34,6,1,16
33,Yes,Travel_Rarely,527,Research & Development,1,Masters,Other,Very high,Male,63,High,Fresher,Research Scientist,Very high,Single,2686,5207,1,Yes,13,Excellent,Excellent,0,10,2,Good,10,9,7,8
25,No,Travel_Rarely,883,Sales,26,Schooling,Medical,High,Female,32,High,Junior,Sales Executive,Very high,Single,6180,22807,1,No,23,Outstanding,Good,0,6,5,Good,6,5,1,4
45,No,Travel_Rarely,954,Sales,2,Intermediate,Technical Degree,Medium,Male,46,Low,Junior,Sales Representative,High,Single,6632,12388,0,No,13,Excellent,Poor,0,9,3,Better,8,7,3,1
23,No,Travel_Rarely,310,Research & Development,10,Schooling,Medical,Low,Male,79,Very high,Fresher,Research Scientist,High,Single,3505,19630,1,No,18,Excellent,Outstanding,0,2,3,Better,2,2,0,2
47,Yes,Travel_Frequently,719,Sales,27,Intermediate,Life Sciences,Medium,Female,77,Very high,Junior,Sales Executive,High,Single,6397,10339,4,Yes,12,Excellent,Outstanding,0,8,2,Better,5,4,1,3
34,No,Travel_Rarely,304,Sales,2,Bachelors,Other,Very high,Male,60,High,Junior,Sales Executive,Very high,Single,6274,18686,1,No,22,Outstanding,Excellent,0,6,5,Better,6,5,1,4
55,Yes,Travel_Rarely,725,Research & Development,2,Bachelors,Medical,Very high,Male,78,High,Manager,Manager,Low,Married,19859,21199,5,Yes,13,Excellent,Outstanding,1,24,2,Better,5,2,1,4
36,No,Non-Travel,1434,Sales,8,Masters,Life Sciences,Low,Male,76,Medium,Senior,Sales Executive,Low,Single,7587,14229,1,No,15,Excellent,Good,0,10,1,Better,10,7,0,9
52,No,Non-Travel,715,Research & Development,19,Masters,Medical,Very high,Male,41,High,Fresher,Research Scientist,Very high,Married,4258,26589,0,No,18,Excellent,Poor,1,5,3,Better,4,3,1,2
26,No,Travel_Frequently,575,Research & Development,1,Intermediate,Life Sciences,Low,Female,71,Low,Fresher,Laboratory Technician,Very high,Divorced,4364,5288,3,No,14,Excellent,Poor,1,5,2,Better,2,2,2,0
29,No,Travel_Rarely,657,Research & Development,27,Bachelors,Medical,Medium,Female,66,High,Junior,Healthcare Representative,High,Married,4335,25549,4,No,12,Excellent,Poor,1,11,3,Good,8,7,1,1
26,Yes,Travel_Rarely,1146,Sales,8,Bachelors,Technical Degree,Very high,Male,38,Medium,Junior,Sales Executive,Low,Single,5326,3064,6,No,17,Excellent,Excellent,0,6,2,Good,4,3,1,2
34,No,Travel_Rarely,182,Research & Development,1,Masters,Life Sciences,Medium,Female,72,Very high,Fresher,Research Scientist,Very high,Single,3280,13551,2,No,16,Excellent,Excellent,0,10,2,Better,4,2,1,3
54,No,Travel_Rarely,376,Research & Development,19,Masters,Medical,Very high,Female,95,High,Junior,Manufacturing Director,Low,Divorced,5485,22670,9,Yes,11,Excellent,Good,2,9,4,Better,5,3,1,4
27,No,Travel_Frequently,829,Sales,8,Schooling,Marketing,High,Male,84,High,Junior,Sales Executive,Very high,Married,4342,24008,0,No,19,Excellent,Good,1,5,3,Better,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,10,Schooling,Life Sciences,Very high,Female,82,High,Fresher,Research Scientist,Low,Divorced,2782,19905,0,Yes,13,Excellent,Good,2,6,3,Good,5,3,4,3
38,No,Travel_Frequently,240,Research & Development,2,Masters,Life Sciences,Low,Female,75,Very high,Junior,Manufacturing Director,Low,Single,5980,26085,6,Yes,12,Excellent,Outstanding,0,17,2,Better,15,7,4,12
34,No,Travel_Rarely,121,Research & Development,2,Masters,Medical,High,Female,86,Medium,Fresher,Research Scientist,Low,Single,4381,7530,1,No,11,Excellent,Excellent,0,6,3,Better,6,5,1,3
35,No,Travel_Rarely,384,Sales,8,Masters,Life Sciences,Low,Female,72,High,Fresher,Sales Representative,Very high,Married,2572,20317,1,No,16,Excellent,Good,1,3,1,Good,3,2,0,2
30,No,Travel_Rarely,921,Research & Development,1,Bachelors,Life Sciences,Very high,Male,38,Low,Fresher,Laboratory Technician,High,Married,3833,24375,3,No,21,Outstanding,Excellent,2,7,2,Better,2,2,0,2
40,No,Travel_Frequently,791,Research & Development,2,Intermediate,Medical,High,Female,38,Very high,Junior,Healthcare Representative,Medium,Married,4244,9931,1,No,24,Outstanding,Outstanding,1,8,2,Better,8,7,3,7
34,No,Travel_Rarely,1111,Sales,8,Intermediate,Life Sciences,High,Female,93,High,Junior,Sales Executive,Low,Married,6500,13305,5,No,17,Excellent,Good,1,6,1,Better,3,2,1,2
42,No,Travel_Frequently,570,Research & Development,8,Bachelors,Life Sciences,Medium,Male,66,High,Manager,Manager,Very high,Divorced,18430,16225,1,No,13,Excellent,Good,1,24,4,Good,24,7,14,9
23,Yes,Travel_Rarely,1243,Research & Development,6,Bachelors,Life Sciences,High,Male,63,Very high,Fresher,Laboratory Technician,Low,Married,1601,3445,1,Yes,21,Outstanding,Excellent,2,1,2,Better,0,0,0,0
24,No,Non-Travel,1092,Research & Development,9,Bachelors,Life Sciences,High,Male,60,Medium,Fresher,Laboratory Technician,Medium,Divorced,2694,26551,1,No,11,Excellent,Excellent,3,1,4,Better,1,0,0,0
52,No,Travel_Rarely,1325,Research & Development,11,Masters,Life Sciences,Very high,Female,82,High,Junior,Laboratory Technician,High,Married,3149,21821,8,No,20,Outstanding,Good,1,9,3,Better,5,2,1,4
50,No,Travel_Rarely,691,Research & Development,2,Bachelors,Medical,High,Male,64,High,Team Lead,Research Director,High,Married,17639,6881,5,No,16,Excellent,Outstanding,0,30,3,Better,4,3,0,3
29,Yes,Travel_Rarely,805,Research & Development,1,Intermediate,Life Sciences,Medium,Female,36,Medium,Fresher,Laboratory Technician,Low,Married,2319,6689,1,Yes,11,Excellent,Outstanding,1,1,1,Better,1,0,0,0
33,No,Travel_Rarely,213,Research & Development,7,Bachelors,Medical,High,Male,49,High,Senior,Research Director,High,Married,11691,25995,0,No,11,Excellent,Outstanding,0,14,3,Best,13,9,3,7
33,Yes,Travel_Rarely,118,Sales,16,Bachelors,Marketing,Low,Female,69,High,Junior,Sales Executive,Low,Single,5324,26507,5,No,15,Excellent,Excellent,0,6,3,Better,3,2,0,2
47,No,Travel_Rarely,202,Research & Development,2,Intermediate,Other,High,Female,33,High,Team Lead,Manager,Very high,Married,16752,12982,1,Yes,11,Excellent,Excellent,1,26,3,Good,26,14,3,0
36,No,Travel_Rarely,676,Research & Development,1,Bachelors,Other,High,Female,35,High,Junior,Manufacturing Director,Medium,Married,5228,23361,0,No,15,Excellent,Poor,1,10,2,Better,9,7,0,5
29,No,Travel_Rarely,1252,Research & Development,23,Intermediate,Life Sciences,High,Male,81,Very high,Fresher,Research Scientist,High,Married,2700,23779,1,No,24,Outstanding,Excellent,1,10,3,Better,10,7,0,7
58,Yes,Travel_Rarely,286,Research & Development,2,Masters,Life Sciences,Very high,Male,31,High,Manager,Research Director,Medium,Single,19246,25761,7,Yes,12,Excellent,Outstanding,0,40,2,Better,31,15,13,8
35,No,Travel_Rarely,1258,Research & Development,1,Masters,Life Sciences,Very high,Female,40,Very high,Fresher,Research Scientist,High,Single,2506,13301,3,No,13,Excellent,Excellent,0,7,0,Better,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,Intermediate,Life Sciences,Very high,Female,43,Medium,Junior,Manufacturing Director,Very high,Married,6062,4051,9,Yes,13,Excellent,Outstanding,1,8,4,Better,4,3,0,2
28,Yes,Travel_Rarely,890,Research & Development,2,Masters,Medical,High,Male,46,High,Fresher,Research Scientist,High,Single,4382,16374,6,No,17,Excellent,Outstanding,0,5,3,Good,2,2,2,1
36,No,Travel_Rarely,1041,Human Resources,13,Bachelors,Human Resources,High,Male,36,High,Fresher,Human Resources,Medium,Married,2143,25527,4,No,13,Excellent,Good,1,8,2,Better,5,2,0,4
32,No,Travel_Rarely,859,Research & Development,4,Bachelors,Life Sciences,High,Female,98,Medium,Junior,Manufacturing Director,High,Married,6162,19124,1,No,12,Excellent,Excellent,1,14,3,Better,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,16,Masters,Medical,Low,Male,51,Medium,Junior,Laboratory Technician,High,Single,5094,11983,6,No,14,Excellent,Outstanding,0,10,6,Better,1,0,0,0
30,No,Travel_Rarely,946,Research & Development,2,Bachelors,Medical,High,Female,52,Medium,Junior,Manufacturing Director,Very high,Single,6877,20234,5,Yes,24,Outstanding,Good,0,12,4,Good,0,0,0,0
45,No,Travel_Rarely,252,Research & Development,2,Bachelors,Life Sciences,Medium,Female,95,Medium,Fresher,Research Scientist,High,Single,2274,6153,1,No,14,Excellent,Outstanding,0,1,3,Better,1,0,0,0
42,No,Travel_Rarely,933,Research & Development,29,Bachelors,Life Sciences,Medium,Male,98,High,Junior,Manufacturing Director,Medium,Married,4434,11806,1,No,13,Excellent,Outstanding,1,10,3,Good,9,8,7,8
38,No,Travel_Frequently,471,Research & Development,12,Bachelors,Life Sciences,Low,Male,45,Medium,Junior,Healthcare Representative,Low,Divorced,6288,4284,2,No,15,Excellent,Excellent,1,13,3,Good,4,3,1,2
34,No,Travel_Frequently,702,Research & Development,16,Masters,Life Sciences,High,Female,100,Medium,Fresher,Research Scientist,Very high,Single,2553,8306,1,No,16,Excellent,Excellent,0,6,3,Better,5,2,1,3
49,Yes,Travel_Rarely,1184,Sales,11,Bachelors,Marketing,High,Female,43,High,Senior,Sales Executive,Very high,Married,7654,5860,1,No,18,Excellent,Poor,2,9,3,Best,9,8,7,7
55,Yes,Travel_Rarely,436,Sales,2,Schooling,Medical,High,Male,37,High,Junior,Sales Executive,Very high,Single,5160,21519,4,No,16,Excellent,Excellent,0,12,3,Good,9,7,7,3
43,No,Travel_Rarely,589,Research & Development,14,Intermediate,Life Sciences,Medium,Male,94,High,Team Lead,Research Director,Low,Married,17159,5200,6,No,24,Outstanding,Excellent,1,22,3,Better,4,1,1,0
27,No,Travel_Rarely,269,Research & Development,5,Schooling,Technical Degree,High,Male,42,Medium,Senior,Research Director,Very high,Divorced,12808,8842,1,Yes,16,Excellent,Good,1,9,3,Better,9,8,0,8
35,No,Travel_Rarely,950,Research & Development,7,Bachelors,Other,High,Male,59,High,Senior,Manufacturing Director,High,Single,10221,18869,3,No,21,Outstanding,Good,0,17,3,Best,8,5,1,6
28,No,Travel_Rarely,760,Sales,2,Masters,Marketing,Medium,Female,81,High,Junior,Sales Executive,Medium,Married,4779,3698,1,Yes,20,Outstanding,Poor,0,8,2,Better,8,7,7,5
34,No,Travel_Rarely,829,Human Resources,3,Intermediate,Human Resources,High,Male,88,High,Fresher,Human Resources,Very high,Married,3737,2243,0,No,19,Excellent,Excellent,1,4,1,Poor,3,2,0,2
26,Yes,Travel_Frequently,887,Research & Development,5,Intermediate,Medical,High,Female,88,Medium,Fresher,Research Scientist,High,Married,2366,20898,1,Yes,14,Excellent,Poor,1,8,2,Better,8,7,1,7
27,No,Non-Travel,443,Research & Development,3,Bachelors,Medical,Very high,Male,50,High,Fresher,Research Scientist,Very high,Married,1706,16571,1,No,11,Excellent,Excellent,3,0,6,Good,0,0,0,0
51,No,Travel_Rarely,1318,Sales,26,Masters,Marketing,Low,Female,66,High,Team Lead,Manager,High,Married,16307,5594,2,No,14,Excellent,Excellent,1,29,2,Good,20,6,4,17
44,No,Travel_Rarely,625,Research & Development,4,Bachelors,Medical,Very high,Male,50,High,Junior,Healthcare Representative,Medium,Single,5933,5197,9,No,12,Excellent,Outstanding,0,10,2,Good,5,2,2,3
25,No,Travel_Rarely,180,Research & Development,2,Schooling,Medical,Low,Male,65,Very high,Fresher,Research Scientist,Low,Single,3424,21632,7,No,13,Excellent,Excellent,0,6,3,Good,4,3,0,1
33,No,Travel_Rarely,586,Sales,1,Bachelors,Medical,Low,Male,48,Very high,Junior,Sales Executive,Low,Divorced,4037,21816,1,No,22,Outstanding,Poor,1,9,5,Better,9,8,0,8
35,No,Travel_Rarely,1343,Research & Development,27,Schooling,Medical,High,Female,53,Medium,Fresher,Research Scientist,Low,Single,2559,17852,1,No,11,Excellent,Outstanding,0,6,3,Good,6,5,1,1
36,No,Travel_Rarely,928,Sales,1,Intermediate,Life Sciences,Medium,Male,56,High,Junior,Sales Executive,Very high,Married,6201,2823,1,Yes,14,Excellent,Outstanding,1,18,1,Good,18,14,4,11
32,No,Travel_Rarely,117,Sales,13,Masters,Life Sciences,Medium,Male,73,High,Junior,Sales Executive,Very high,Divorced,4403,9250,2,No,11,Excellent,Excellent,1,8,3,Good,5,2,0,3
30,No,Travel_Frequently,1012,Research & Development,5,Masters,Life Sciences,Medium,Male,75,Medium,Fresher,Research Scientist,Very high,Divorced,3761,2373,9,No,12,Excellent,Good,1,10,3,Good,5,4,0,3
53,No,Travel_Rarely,661,Sales,7,Intermediate,Marketing,Low,Female,78,Medium,Senior,Sales Executive,Very high,Married,10934,20715,7,Yes,18,Excellent,Outstanding,1,35,3,Better,5,2,0,4
45,No,Travel_Rarely,930,Sales,9,Bachelors,Marketing,Very high,Male,74,High,Senior,Sales Executive,Low,Divorced,10761,19239,4,Yes,12,Excellent,Excellent,1,18,2,Better,5,4,0,2
32,No,Travel_Rarely,638,Research & Development,8,Intermediate,Medical,High,Female,91,Very high,Junior,Research Scientist,High,Married,5175,22162,5,No,12,Excellent,Excellent,1,9,3,Good,5,3,1,3
52,No,Travel_Frequently,890,Research & Development,25,Masters,Medical,High,Female,81,Medium,Team Lead,Manufacturing Director,Very high,Married,13826,19028,3,No,22,Outstanding,Excellent,0,31,3,Better,9,8,0,0
37,No,Travel_Rarely,342,Sales,16,Masters,Marketing,Very high,Male,66,Medium,Junior,Sales Executive,High,Divorced,6334,24558,4,No,19,Excellent,Outstanding,2,9,2,Better,1,0,0,0
28,No,Travel_Rarely,1169,Human Resources,8,Intermediate,Medical,Medium,Male,63,Medium,Fresher,Human Resources,Very high,Divorced,4936,23965,1,No,13,Excellent,Outstanding,1,6,6,Better,5,1,0,4
22,No,Travel_Rarely,1230,Research & Development,1,Intermediate,Life Sciences,Very high,Male,33,Medium,Junior,Manufacturing Director,Very high,Married,4775,19146,6,No,22,Outstanding,Poor,2,4,2,Poor,2,2,2,2
